Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,11 Mbps,12 Mbps,13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,19 Mbps,20 Mbps,21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,11 Mbps","25,5 Mbps",26 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,49 Mbps,50 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,82 Mbps,83 Mbps,85 Mbps,90 Mbps,92 Mbps,95 Mbps,100 Mbps
BUENOS AIRES,Junín,Fortín Tiburcio,6413040,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Junín,Junín,6413050,13,,,2,1,,103,19,,,1230,,,538,,1158,1210,,838,5039,,,,1074,,78,,315,,,521,,,374,,20,,,,,1480,,,,,79,,,,,,,,,,,,,11540,,,,,,,,,,,,,,,,,,,,6299
BUENOS AIRES,Junín,Laplacette,6413060,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Junín,Morse,6413070,,,,,,,,,,,138,,,,,,91,,,181,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Junín,Saforcada,6413080,,,,,,,,,,,,,,,,,31,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Costa,Aguas Verdes,Sin Datos,,,,,,,,,,,1,,,,,,1,,30,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130
BUENOS AIRES,La Costa,Las Toninas,6420010,518,,,,,,12,,,,1,,,1,,196,,,21,,,,,122,,5,,988,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
BUENOS AIRES,La Costa,Lucila Del Mar,Sin Datos,,,,,,,,,,,1,,,,,,,,156,24,,,,,13,,,,,,,,,,,,,,,,1004,,,,,3,,,,,,,,,,,,,9,,,,637,,,,,,,,,,,,,,,,804
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,6420020,,,,1,,,25,,,,1,,,16,,314,2,,835,127,,,,272,171,9,,,,,368,,,,,,,,,,4478,,,,,36,,,,,,,,,,,,,28,,,,3808,,,,,,,,,,,,,,,,4972
BUENOS AIRES,La Costa,San Clemente del Tuyú,6420030,,,,,,,23,16,,,1,,,45,,143,,,39,263,,,,2363,,1044,,688,,,200,186,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,6420040,1080,,,,,,29,11,,,1,,,28,,486,,,,943,,,,534,,1543,,6959,,,508,,,,,42,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Matanza,20 De Junio,6427010,,,,,,,3,,,,,,,,,48,,,1,,,,,42,,24,,,,,32,,,,,,,,,,3,,,,,,,,,,,,,,,,,,7,,,,268,,,,,,,67,,,,,,,,,228
BUENOS AIRES,La Matanza,Aldo Bonzi,6427010,,,,,,,1,7,,,,,,,,,,,5,,,,,,,321,,,,,1,,,,,,,,,,10,,,,,5,,,,,,,,,,,,,30,,,,979,,,,,,,169,,,,,,,,,1173
BUENOS AIRES,La Matanza,Ciudad Evita,6427010,,,,3,,,8,12,,,,,,20,,145,,,1,178,,,,139,,410,,,,1,147,,,,,51,,,,,39,,,,,3043,,,,,,,,,,,,,94,,,,3551,,,,,,,749,,,,,,,,,3200
BUENOS AIRES,La Matanza,Gonzalez Catán,6427010,1,,,,6,,16,1,,,88,,,26,,120,71,,11,6189,,257,,76,,3243,,48,,,117,,,,,2370,,,,,86,,,,,6146,,,,,,,,,,,,,273,,,,12708,,,,,,,2989,,,,,,,,,9204
BUENOS AIRES,La Matanza,Gregorio De Laferrere,6427010,,,,1,,,14,4,,,235,,,6,,82,161,,15,1006,,,,61,,1320,,58,,,67,,,,,603,,,,,87,,,,,17959,,,,,,,,,,,,,222,,,,10179,,,,,,,2399,,,,,,,,,8402
BUENOS AIRES,La Matanza,Isidro Casanova,6427010,1,,,9,,,16,9,,,1,,,6,,203,2,,8,642,,,,80,,1248,,4,,1,63,,,,,234,,,,,77,,,,,25108,,,,,,,,1,,,,,204,,,,8371,,,,,,,1797,,,,,,,,,6650
BUENOS AIRES,La Matanza,La Tablada,6427010,,,,,,,3,6,,,1,,,3,,53,,,11,749,,,,229,,1926,,,,,193,,,,,13,,,,,119,,,,,23,,,,,,,,,,,,,280,,,,4996,,,,,,,978,,,,,,,,,5065
BUENOS AIRES,La Matanza,Lomas Del Mirador,6427010,,,,1,,,8,17,,,,,,4,,100,,,16,68,,,,283,,1411,,4,,,291,,,18,,6,,,,,169,,,,,23,,,,,,,,,,,,,545,,,,3679,,,,,,,853,,,,,,,,,4166
BUENOS AIRES,La Matanza,Rafael Castillo,6427010,,,,2,,,9,4,,,25,,,3,,36,18,,5,594,,23,,20,,754,,4,,,6,,,,,135,,,,,53,,,,,8369,,,,,,,,,,,,,84,,,,5784,,,,,,,1280,,,,,,,,,4535
BUENOS AIRES,La Matanza,Ramos Mejía,6427010,1,,,17,2,,66,22,,,4,,,19,,197,,,34,24,,,,180,,2229,,98,,,483,,,356,,14,,,,,754,,,,,7610,,,,,,,,,,,,,8706,,,,5330,,,,,,,1308,,,,,,,,,13331
BUENOS AIRES,La Matanza,San Justo,6427010,1,,,12,1,,48,11,,,1,,,9,,260,,,40,717,,,,269,,1883,,,,,376,,,,,25,,,,,134,,,,,12980,,,,,,,,,,,,,596,,,,8685,,,,,,,1862,,,,,,,,,7854
BUENOS AIRES,La Matanza,Tapiales,6427010,,,,5,1,,58,7,,,,,,5,,298,,,10,56,,,,257,,725,,33,,,415,,,,,131,,,,,128,,,,,7512,,,,,,,,,,,,,455,,,,1082,,,,5,,,255,,3,,,,,,,1539
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,6427010,,,,7,,,21,14,,,,,,32,,169,19,,24,105,,,,53,,1339,,,,,42,,,,,60,,,,,54,,,,,11381,,,,,,,,,,,,,201,,,,5254,,,,,,,1127,,,,,,,,,5427
BUENOS AIRES,La Matanza,Villa Luzuriaga,6427010,,,,,,,7,5,,,,,,2,,29,,,4,127,,,,115,,1038,,27,,3,215,,,81,,7,,,,,248,,,,,14,,,,,,,,,,,,,2061,,,,4157,,,,,,,957,,,,,,,,,6041
BUENOS AIRES,La Matanza,Virrey Del Pino,6427010,,,,,,,,672,,,,,,3106,,,,,337,890,,158,,,,1202,,1,,,2,,,,,275,,,,,57,,,,,12,,,,,,,,,,,,,138,,,,7987,,,,,,,1767,,,,,,,,,5097
BUENOS AIRES,La Plata,Abasto,6441030,638,,,89,,,,153,,,,,,177,,,,,,238,,,,,,21,,,,,,,,,,3,,,,,3,,,,,1,,,,,,,,,,,,,1949,,,,239,,,,,,,50,,,,,,,,,441
BUENOS AIRES,La Plata,Angel Etcheverry,6441030,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,7,,,,296,,,,,,,60,,,,,,,,,132
BUENOS AIRES,La Plata,Arana,6441030,,,,,,,,,,,,,,,,,,,,90,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Plata,Arturo Segui,6441030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,2,,,,,,,,,15
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,6441030,30,,,,,,,,,,,,,,,,,,,29,,,,21,,54,,,,,10,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Plata,Barrio El Peligro,6441030,,,,,,,,,,,,,,,,,,,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Plata,Barrio Gambier,6441030,30,,,,,,,,,,,,,,,,,,,29,,,,21,,54,,,,,10,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Plata,City Bell,6441030,91,,,,,,,,,,,,,,,,,,1,48,,,,21,,149,,,,,10,,,,,30,,,,,8,,,,,8,,,,,,,,,,,,,20,,,,1105,,,,,,,361,,,,,,,,,873
BUENOS AIRES,La Plata,colonia la plata,6441030,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Plata,El Retiro,6441030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Plata,Ignacio Correas,6441020,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Plata,Joaquin Gorina,6441030,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,46,,,,,,,20,,,,,,,,,94
BUENOS AIRES,La Plata,Jose Hernandez,6441030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,9,,,,,,,1,,,,,,,,,15
BUENOS AIRES,La Plata,Jose Melchor Romero,6441030,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,12,,,,413,,,,,,,94,,,,,,,,,202
BUENOS AIRES,La Plata,La Cumbre,6441030,30,,,,,,,,,,,,,,,,,,,29,,,,21,,54,,,,,10,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Plata,La Plata,6441030,142,1,,71,2,,929,1314,,,890,,,295,,4898,83,,150,173,,8,,3545,,1425,1,914,,,4489,,,3771,,122,1,,,,7027,,,,,37480,,,,,,,,2,,,,1,78241,,,,5137,,,,,,2,1195,,,,,,,4,,53759
BUENOS AIRES,La Plata,Lisandro Olmos,6441030,,,,,,,,,,,,,,,,,,,1,,,,,,,153,,,,,,,,,,1,,,,,28,,,,,,,,,,,,,,,,,,25,,,,1263,,,,,,,304,,,,,,,,,258
BUENOS AIRES,La Plata,Los Hornos,6441030,91,,,,,,,,,,,,,,,,,,4,140,,,,21,,190,,,,,10,,,,,142,,,,,59,,,,,7,,,,,,,,,,,,,28,,,,1564,,,,,,,416,,,,,,,,,776
BUENOS AIRES,La Plata,Manuel B Gonnet,6441030,,,,,,,,,,,,,,,,,,,2,17,,,,,,50,,,,,,,,,,24,,,,,3,,,,,,,,,,,,,,,,,,8,,,,527,,,,,,,219,,,,,,,,,313
BUENOS AIRES,La Plata,OTROS,Sin Datos,,,,,,,,,,,,,,,,14,,,,,,,,6,,,,,,,2,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Plata,Ringuelet,6441030,,,,,,,,,,,,,,,,,,,2,54,,,,,,60,,,,,,,,,,28,,,,,3,,,,,,,,,,,,,,,,,,4,,,,392,,,,,,,105,,,,,,,,,247
BUENOS AIRES,La Plata,ruta del sol,6441050,,,,,,,,70,,,36,,,54,,,,,76,,,,,42,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Plata,Tolosa,6441030,,,,,,,,,,,,,,,,,,,2,115,,,,,,175,,,,,2,,,,,70,,,,,13,,,,,,,,,,,,,,,,,,22,,,,1514,,,,,,,475,,,,,,,,,722
BUENOS AIRES,La Plata,Transradio,6441030,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Plata,Villa Elisa,6441030,30,,,,,,,,,,,,,,,,,,4,79,,,,21,,192,,,,,15,,,,,82,,,,,13,,,,,4,,,,,,,,,,,,,476,,,,1038,,,,,,,300,,,,,,,,,945
BUENOS AIRES,La Plata,Villa Elvira,6441030,30,,,,,,,,,,,,,,,,,,3,761,,,,21,,226,,277,,,11,,,,,61,,,,,27,,,,,,,,,,,,,,,,,,16,,,,2217,,,,,,,497,,,,,,,,,443
BUENOS AIRES,La Plata,Villa Garibaldi,6441030,30,,,,,,,,,,,,,,,,,,,560,,,,21,,54,,228,,,10,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Plata,Villa Montoro,6441030,30,,,,,,,,,,,,,,,,,,,29,,,,21,,54,,,,,10,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,La Plata,Villa Parque Sicardi,6441030,30,,,,,,,,,,,,,,,,,,,693,,,,21,,54,,285,,,10,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lanús,Gerli,6434010,,,,4,,,17,6,,,,,,1,,22,,,3,2,,,,13,,477,,33,,,15,,,77,,4,,,,,200,,,,,2837,,,,,,,,,,,,,3353,,,,959,,,,,,,181,,,,,,,,,2892
BUENOS AIRES,Lanús,Lanús Este,6434010,,,,4,1,,50,7,,,5,,,13,,170,,,34,88,,,,158,,892,,151,,,404,,,427,,12,,,,,950,,,,,11261,,,,,,,,,,,,,11504,,,,2179,,,,,,,521,,,,,,,,,10198
BUENOS AIRES,Lanús,Lanús Oeste,6434010,1,1,,,,,,202,,,,,,,,,,,5,312,,,,,,1572,,,,,2,,,,,31,,,,,105,,,,,9,,,,,,,,,,,,,8442,,,,3945,,,,,,,762,,,,,,,,,7547
BUENOS AIRES,Lanús,Monte Chingolo,6434010,,,,7,,,28,7,,,,,,12,,83,,,5,175,,,,12,,481,,,,,5,,,,,46,,,,,66,,,,,15207,,,,,,,,,,,,,640,,,,3463,,,,,,,693,,,,,,,,,3906
BUENOS AIRES,Lanús,Remedios Escalada De San Martin,6434010,136,,,2,,,26,4,,,1,,,2,,96,,,6,209,,,,30,,1321,,35,,,14,,,87,,5,,,,,320,,,,,4945,,,,,,,,,,,,,2559,,,,2854,,,,,,,483,,,,,,,,,5247
BUENOS AIRES,Lanús,Valentín Alsina,6434010,1,,,9,,,35,14,,,1,,,5,,128,,,4,51,,,,44,,497,,24,,,150,,,77,,43,,,,,199,,,,,8954,,,,,,,,,,,,,3420,,,,1136,,,,,,,204,,,,,,,,,3245
BUENOS AIRES,Laprida,Laprida,6448010,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,1289,,,,,,,,,,,,,,,965,442,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,1
BUENOS AIRES,Laprida,Pueblo Nuevo,6448020,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Laprida,Pueblo San Jorge,6448030,,,,,,,,,,,,,,12,,,,,,,,,,,32,,,22,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Las Flores,Coronel Boerr,6455010,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Las Flores,El Trigo,6455020,1,,,,,,,,,,,,,,,,3,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Las Flores,Las Flores,6455030,,,,,,,2,150,,,52,,,996,,270,48,,1213,16,,20,,489,,1555,,,,,363,,,,,38,,,,,1,,,,,22,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Las Flores,Pardo,6455040,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,6462010,,,,,,,,2,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Leandro N. Alem,El Dorado,6462020,11,,,1,,,,,,,,,,,,,68,,66,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Leandro N. Alem,Fortín Acha,6462030,,,,,,,,,,,,,,,,,19,,18,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,5,,,,,,,,,,,,,457,,,4,,4,,,,,,,248,,,,,,,,,,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,6462050,,,,,,,,,,,,,,,,,4,,12,235,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Leandro N. Alem,Vedia,6462060,83,,,2,,,3,,,,4,,,,,78,,,580,577,,44,,248,,298,,39,,,696,87,,,,17,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lincoln,Arenaza,6469010,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lincoln,Bayauca,6469020,,,,,,,,1,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lincoln,Carlos Salas,6469040,,,,,,,,,,,,,,91,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),6469050,,,,,,,,,,,20,,,177,,,,,38,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lincoln,El Triunfo,6469060,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lincoln,Las Toscas,6469070,,,,,,,,247,,,,,,23,,,,,,30,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lincoln,Lincoln,6469080,1,,,,,,5,1,,,1,,,1,,183,,,349,5,,,,1238,,27,,146,,,371,,,11,,5,,,,,409,,,,,14,,,,,,,,,,,,,4802,,,,,,,,,,,,,,,,,,,,1615
BUENOS AIRES,Lincoln,Pasteur,6469090,,,,2,,,,,,,394,,,40,,,28,,2,2,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lincoln,Roberts,6469100,,,,,,,,,,,,,,,,,,,,,,,,,,614,,,,,,,,,,71,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lobería,Arenas Verdes,6476010,,,,,,,,,,,4,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lobería,Licenciado Matienzo,6476020,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lobería,Lobería,6476030,15,,,,,,3,,,,,,,,,161,,,441,,,213,,294,,351,,186,,,476,,,,,86,,,,,,,,,,4,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,98
BUENOS AIRES,Lobería,Pieres,6476040,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lobería,San Manuel,6476050,1,,,,,,,5,,,,,,5,,,,,,150,,,,,,16,,247,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lobería,Tamangueyú,6476060,,,,,,,,,,,10,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lobos,Antonio Carboni,6483010,,,,,,,,93,,,8,,,57,,,,,1,79,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lobos,Elvira,6483020,,,,,,,,86,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lobos,Lobos,6483040,1,,,,,,45,1755,,,218,,,45,,315,,,,1453,,,,215,,1498,,,,,229,,,,,,,,,,658,,,,,3,,,,,,,,,,,,,1076,2,,,,,,,,,,,,,,,,,,,176
BUENOS AIRES,Lobos,Salvador María,6483050,,,,,,,,179,,,35,,,87,,,,,,,,,,,,427,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Lomas De Zamora,Banfield,6490010,1,,,10,1,,27,28,,,,,,35,,115,,,28,59,,,,91,,4344,,63,,,178,,,202,,8,,,,,651,,,,,9366,,,,,,,,,,,,,5158,,,,16631,,,,,,,3704,,,,,,,,,16096
BUENOS AIRES,Lomas De Zamora,Llavallol,6490010,6,,,7,,,19,7,,,1,,,5,,77,,,5,2,,,,31,,456,,7,,,144,,,18,,2,,,,,112,,,,,7069,,,,,,,,,,,,,1092,,,,1489,,,,,,,389,,,,,,,,,2501
BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,6490010,328,1,,14,2,,51,274,,,264,,,128,,179,90,,201,892,,,,169,,2074,,166,,,398,,,306,,135,,,,,851,,,,,10412,,,,,,,,2,,,,,8474,,,,5815,,,,,,,1314,,,,,,,,,11809
BUENOS AIRES,Lomas De Zamora,Temperley,6490010,,,,1,2,,7,7,,,3,,,13,,36,,,16,48,,,,41,,1689,,64,,,52,,,221,,15,,,,,564,,,,,9037,,,,,,,,,,,,,4161,,,,5398,,,,,,,1265,,,,,,,,,8465
BUENOS AIRES,Lomas De Zamora,Turdera,6490010,,,,4,,,16,1,,,,,,,,19,,,2,1,,,,19,,153,,14,,,7,,,21,,,,,,,65,,,,,6266,,,,,,,,,,,,,568,,,,284,,,,,,,86,,,,,,,,,850
BUENOS AIRES,Lomas De Zamora,Villa Centenario,6490010,,,,,,,,133,,,,,,,,,,,,259,,,,,,49,,,,,1,,,,,30,,,,,2,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,8,,,,,,,,,12
BUENOS AIRES,Lomas De Zamora,Villa Fiorito,6490010,1,,,,,,,290,,,,,,,,,,,,516,,,,,,88,,1,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,1,,,,76,,,,,,,9,,,,,,,,,39
BUENOS AIRES,Luján,Barrio Las Casuarinas,6497060,,,,,,,,17,,,9,,,,,,,,1,,,,,,,23,,,,,18,,,,,,,,,,,,,,,56,,,,,,,,8,,,,,18,,,,,,,,,,,,,,,,,,,,1
BUENOS AIRES,Luján,Carlos Keen,6497020,,,,,,,,12,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Luján,Cortines,6497060,5,,,,,,,16,,,13,,,14,,,,,1,,,,,,,81,,,,,63,,,,,,,,,,,,,,,197,,,,,,,,28,,,,,62,,,,,,,,,,,,,,,,,,,,1
BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),6497060,32,,,,,,,8,,,26,,,,,,,,7,,,,,,,479,,5,,,367,,,9,,,,,,,29,,,,,1157,,,,,,,,165,,,,,795,,,,,,,,,,,,,,,,,,,,401
BUENOS AIRES,Luján,Lezica y Torrezuri,6497060,,,,,,,,10,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Luján,Luján,6497060,56,,,4,,,192,68,,,184,,,68,,1258,,,15,2825,,,,722,,1037,,178,,,512,,,195,,4109,,,,,353,,,,,714,,,,,,,,6,,,,,7719,,,,,,,,,,2827,,,,,,,,,,3380
BUENOS AIRES,Luján,Olivera,6497070,,,,,,,,27,,,15,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Luján,Open Door  (Est. Dr. Domingo Cabred),6497060,,,,,,,2,19,,,14,,,,,39,,,,,,226,,124,,,,,,,194,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Luján,OTROS,Sin Datos,,,,,,,,22,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Luján,Torres,6497090,,,,,,,,16,,,6,,,,,4,,,,,,,,12,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Magdalena,Atalaya,6505010,,,,,,,,,,,,,,,,,,,,247,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Magdalena,General Mansilla  (Est. Bartolomé Bavio),6505020,423,,,,,,,,,,98,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Magdalena,Los Naranjos,6505030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
